num_interests,audience
1,296200000
1,431700000
1,96100000
1,352500000
1,426800000
1,715400000
1,419500000
1,419500000
1,419500000
1,671700000
1,42300000
1,28900000
1,419500000
1,419500000
1,419500000
1,28900000
1,419500000
1,132500000
1,96100000
1,96100000
1,96100000
1,715600000
1,542800000
1,310200000
1,28400000
1,132500000
1,426800000
1,409400000
1,96100000
1,102900000
1,419500000
1,96100000
1,441800000
1,591700
1,25200000
1,89900000
1,89900000
1,89900000
1,392200000
1,392200000
1,392200000
1,89900000
1,392200000
1,89900000
1,451100000
1,89900000
1,392200000
1,451400000
1,431000000
1,392200000
1,89900000
1,89900000
1,98000000
1,89900000
1,134400000
1,552600000
1,25200000
1,392200000
1,607400000
1,25200000
1,392200000
1,134400000
1,263000000
1,392200000
1,89900000
1,392200000
1,719600000
1,265600000
1,392200000
1,392200000
1,397000000
1,397000000
1,451100000
1,397000000
1,392200000
1,397000000
1,392200000
1,380200000
1,20200000
1,89900000
1,134400000
1,647300000
1,20200000
1,626100000
1,134400000
1,277400000
1,98000000
1,134900000
1,474600000
1,678800000
1,391900000
1,20100000
1,89800000
1,396600000
1,694800
1,81100000
1,71100000
1,391900000
1,89800000
1,391900000
1,89800000
1,276400000
1,585400000
1,134600000
1,32900000
1,654100000
1,89800000
1,27300000
1,396600000
1,391900000
1,591100000
1,157100000
1,382500000
1,387500000
1,131000000
1,391900000
1,89800000
1,89800000
1,35000000
1,97900000
1,89800000
1,276400000
1,451100000
1,379900000
1,37700000
1,391900000
1,654100000
1,89800000
1,27300000
1,391900000
1,276400000
1,658500000
1,451100000
1,673800000
1,276400000
1,25200000
1,396600000
1,396600000
1,396600000
1,25200000
1,451100000
1,438200000
1,27300000
1,265400000
1,450600000
1,89800000
1,391900000
1,369800000
1,134600000
1,687300000
1,276400000
1,391900000
1,396600000
1,391900000
1,127300000
1,658500000
1,391900000
1,391900000
1,262500000
1,369800000
1,89800000
1,396600000
1,134600000
1,97900000
1,89800000
1,451100000
1,129300000
1,38800000
1,396600000
1,450600000
1,276400000
1,45000000
1,89800000
1,654100000
1,382500000
1,391900000
1,391900000
1,448500000
1,276400000
1,89800000
1,89800000
1,45000000
1,391900000
1,89800000
1,283400000
1,369800000
1,89800000
1,20100000
1,449800000
1,695200000
1,10900000
1,94200000
1,449800000
1,314800000
1,89800000
1,451000000
1,276400000
1,592300
1,25200000
1,89900000
1,82600000
1,82600000
1,404100000
1,453500000
1,419500000
1,419500000
1,419500000
1,393200000
1,314700000
1,409400000
1,28900000
1,12400000
1,419500000
1,671700000
1,296200000
1,419500000
1,33500000
1,736500000
1,81600000
1,272300000
1,96100000
1,296200000
1,135400000
1,132500000
1,419500000
1,135500000
1,310200000
1,426500000
1,457900000
1,419500000
